58269.291060 2275227570.000000 0.000218 8049
58269.291986 2275227570.000000 0.000222 8049
58269.293491 2275227590.000000 0.000281 8049
58269.294301 2275227600.000000 0.000271 8049
58269.295111 2275227590.000000 0.000276 8049
58269.296153 2275227590.000000 0.000247 8049
58269.296963 2275227610.000000 0.000237 8049
58269.297658 2275227600.000000 0.000232 8049
58269.298931 2275227610.000000 0.000270 8049
58269.299741 2275227620.000000 0.000279 8049
58269.300435 2275227620.000000 0.000283 8049
58269.301014 2275227620.000000 0.000273 8049
58269.301361 2275227620.000000 0.000215 8049
58269.302287 2275227620.000000 0.000212 8049
58269.303445 2275227640.000000 0.000281 8049
58269.307843 2275227640.000000 0.000240 8049
58269.308769 2275227660.000000 0.000221 8049
58269.315829 2275227700.000000 0.000245 8049
58269.316755 2275227710.000000 0.000232 8049
58269.316986 2275227700.000000 0.000286 8049
58269.321500 2275227730.000000 0.000224 8049
58269.324857 2275227750.000000 0.000228 8049
58269.327519 2275227770.000000 0.000226 8049
58269.342681 2275227840.000000 0.000190 8049
58269.344764 2275227850.000000 0.000257 8049
58269.345343 2275227850.000000 0.000190 8049
58269.346732 2275227880.000000 0.000217 8049
58269.348005 2275227870.000000 0.000259 8049
58269.348931 2275227890.000000 0.000210 8049
58269.353097 2275227900.000000 0.000234 8049
58269.354023 2275227900.000000 0.000201 8049
58269.354718 2275227910.000000 0.000245 8049
58269.356338 2275227910.000000 0.000220 8049
58269.357264 2275227930.000000 0.000259 8049
58269.357958 2275227910.000000 0.000213 8049
58269.359348 2275227950.000000 0.000240 8049
58269.360852 2275227960.000000 0.000224 8049
58269.361894 2275227960.000000 0.000221 8049
58269.362704 2275227960.000000 0.000252 8049
58269.363745 2275227970.000000 0.000261 8049
58269.364556 2275227980.000000 0.000294 8049
58269.365597 2275228000.000000 0.000203 8049
58269.366292 2275227990.000000 0.000216 8049
58269.366986 2275228000.000000 0.000243 8049
58269.367565 2275228000.000000 0.000220 8049
58269.368144 2275228000.000000 0.000248 8049
58269.368607 2275228000.000000 0.000214 8049
58269.369533 2275228010.000000 0.000214 8049
58269.371037 2275228030.000000 0.000236 8049
58269.373699 2275228040.000000 0.000276 8049
58269.374510 2275228050.000000 0.000234 8049
58269.374972 2275228050.000000 0.000307 8049
58269.375320 2275228050.000000 0.000266 8049
58269.376014 2275228060.000000 0.000268 8049
58269.376477 2275228060.000000 0.000177 8049
58269.377171 2275228070.000000 0.000286 8049
58269.377634 2275228070.000000 0.000251 8049
58269.378560 2275228070.000000 0.000205 8049
58269.379371 2275228080.000000 0.000237 8049
58269.380528 2275228120.000000 0.000177 8049
58269.381338 2275228100.000000 0.000248 8049
58269.382843 2275228120.000000 0.000225 8049
58269.383421 2275228120.000000 0.000270 8049
58269.384232 2275228120.000000 0.000219 8049
58269.385158 2275228130.000000 0.000193 8049
58269.385852 2275228130.000000 0.000193 8049
58269.386662 2275228150.000000 0.000247 8049
58269.387704 2275228150.000000 0.000234 8049
58269.388514 2275228150.000000 0.000210 8049
58269.389209 2275228170.000000 0.000305 8049
58269.390134 2275228180.000000 0.000263 8049
58269.390829 2275228190.000000 0.000276 8049
58269.391755 2275228190.000000 0.000236 8049
58269.392912 2275228210.000000 0.000290 8049
58269.393375 2275228210.000000 0.000272 8049
58269.394301 2275228210.000000 0.000228 8049
58269.393491 2275228210.000000 0.000255 8049
58269.393954 2275228210.000000 0.000220 8049
58269.395111 2275228210.000000 0.000203 8049
58269.396500 2275228240.000000 0.000265 8049
58269.397426 2275228250.000000 0.000252 8049
58269.398468 2275228260.000000 0.000221 8049
58269.399394 2275228260.000000 0.000231 8049
58269.400088 2275228280.000000 0.000269 8049
58269.400898 2275228280.000000 0.000251 8049
58269.401593 2275228310.000000 0.000241 8049
58269.402519 2275228300.000000 0.000238 8049
58269.403329 2275228320.000000 0.000259 8049
58269.404255 2275228320.000000 0.000258 8049
58269.405065 2275228330.000000 0.000251 8049
58269.405759 2275228330.000000 0.000190 8049
58269.406917 2275228350.000000 0.000240 8049
58269.407611 2275228360.000000 0.000213 8049
58269.409000 2275228390.000000 0.000255 8049
58269.409695 2275228390.000000 0.000268 8049
58269.410158 2275228390.000000 0.000208 8049
58269.410736 2275228400.000000 0.000207 8049
58269.411431 2275228400.000000 0.000219 8049
58269.412125 2275228400.000000 0.000223 8049
58269.412704 2275228420.000000 0.000287 8049
58269.413398 2275228420.000000 0.000195 8049
58269.414093 2275228440.000000 0.000257 8049
58269.415366 2275228450.000000 0.000229 8049
58269.415829 2275228470.000000 0.000198 8049
58269.416523 2275228490.000000 0.000224 8049
58269.416986 2275228490.000000 0.000199 8049
58269.418723 2275228510.000000 0.000235 8049
58269.419417 2275228510.000000 0.000211 8049
58269.419880 2275228510.000000 0.000207 8049
58266.185736 2275216820.000000 0.000216 8049
58266.187125 2275216910.000000 0.000225 8049
58266.188051 2275216960.000000 0.000215 8049
58266.194416 2275217370.000000 0.000202 8049
58266.196037 2275217460.000000 0.000179 8049
58266.197657 2275217570.000000 0.000195 8049
58266.199509 2275217700.000000 0.000258 8049
58266.201014 2275217780.000000 0.000175 8049
58266.201939 2275217850.000000 0.000291 8049
58266.202981 2275217910.000000 0.000203 8049
58266.204833 2275218020.000000 0.000189 8049
58266.205759 2275218080.000000 0.000269 8049
58266.208190 2275218220.000000 0.000251 8049
58266.209578 2275218290.000000 0.000211 8049
58266.211083 2275218360.000000 0.000163 8049
58266.212819 2275218480.000000 0.000238 8049
58266.214092 2275218540.000000 0.000209 8049
58266.215134 2275218600.000000 0.000253 8049
58266.216407 2275218660.000000 0.000148 8049
58266.217449 2275218720.000000 0.000217 8049
58266.219300 2275218800.000000 0.000159 8049
58266.220690 2275218880.000000 0.000215 8049
58266.222078 2275218950.000000 0.000169 8049
58266.223583 2275218990.000000 0.000189 8049
58266.224625 2275219040.000000 0.000198 8049
58266.226245 2275219110.000000 0.000201 8049
58266.226939 2275219150.000000 0.000235 8049
58266.227866 2275219180.000000 0.000177 8049
58266.228907 2275219220.000000 0.000208 8049
58266.229949 2275219270.000000 0.000159 8049
58266.230990 2275219320.000000 0.000248 8049
58266.231916 2275219350.000000 0.000185 8049
58266.236430 2275219520.000000 0.000157 8049
58266.236777 2275219540.000000 0.000220 8049
58266.237472 2275219550.000000 0.000193 8049
58266.237935 2275219590.000000 0.000175 8049
58266.238745 2275219610.000000 0.000233 8049
58266.239208 2275219610.000000 0.000182 8049
58266.239787 2275219620.000000 0.000199 8049
58266.240250 2275219650.000000 0.000171 8049
58266.240828 2275219670.000000 0.000162 8049
58266.242217 2275219720.000000 0.000190 8049
58266.243490 2275219770.000000 0.000176 8049
58266.244532 2275219800.000000 0.000155 8049
58266.245805 2275219850.000000 0.000223 8049
58266.246500 2275219870.000000 0.000260 8049
58266.247426 2275219890.000000 0.000170 8049
58266.249393 2275219940.000000 0.000164 8049
58266.251014 2275219990.000000 0.000164 8049
58266.252750 2275220030.000000 0.000179 8049
58266.258537 2275220120.000000 0.000203 8049
58266.259694 2275220120.000000 0.000206 8049
58266.260967 2275220160.000000 0.000196 8049
58266.263282 2275220190.000000 0.000183 8049
58266.267449 2275220250.000000 0.000155 8049
58266.268838 2275220280.000000 0.000208 8049
58266.270227 2275220290.000000 0.000186 8049
58266.271847 2275220290.000000 0.000160 8049
58266.272889 2275220330.000000 0.000215 8049
58266.274509 2275220350.000000 0.000211 8049
58266.275782 2275220360.000000 0.000204 8049
58266.280065 2275220430.000000 0.000186 8049
58266.281685 2275220460.000000 0.000214 8049
58266.285736 2275220480.000000 0.000211 8049
58266.287588 2275220500.000000 0.000231 8049
58266.288861 2275220500.000000 0.000176 8049
58266.290944 2275220540.000000 0.000170 8049
58266.292565 2275220540.000000 0.000194 8049
58266.298236 2275220580.000000 0.000239 8049
58266.299741 2275220600.000000 0.000216 8049
58266.301014 2275220620.000000 0.000281 8049
58266.302634 2275220630.000000 0.000232 8049
58266.303676 2275220640.000000 0.000270 8049
58266.304833 2275220640.000000 0.000184 8049
58266.305759 2275220650.000000 0.000229 8049
58266.308652 2275220680.000000 0.000216 8049
58266.309579 2275220690.000000 0.000255 8049
58266.311777 2275220710.000000 0.000198 8049
58266.313051 2275220740.000000 0.000204 8049
58266.314440 2275220750.000000 0.000190 8049
58266.315250 2275220760.000000 0.000195 8049
58266.316986 2275220790.000000 0.000182 8049
58266.319417 2275220840.000000 0.000194 8049
58266.321037 2275220860.000000 0.000202 8049
58266.323352 2275220890.000000 0.000208 8049
58266.325782 2275220930.000000 0.000233 8049
58266.328328 2275220970.000000 0.000215 8049
58266.331222 2275221000.000000 0.000173 8049
58266.333652 2275221030.000000 0.000155 8049
58266.334347 2275221050.000000 0.000247 8049
58266.336199 2275221070.000000 0.000237 8049
58266.338051 2275221100.000000 0.000220 8049
58266.340944 2275221140.000000 0.000242 8049
58266.342333 2275221150.000000 0.000221 8049
58266.344069 2275221170.000000 0.000236 8049
58266.346268 2275221190.000000 0.000171 8049
58266.348352 2275221210.000000 0.000188 8049
58266.349509 2275221230.000000 0.000191 8049
58266.358421 2275221330.000000 0.000271 8049
58266.360389 2275221350.000000 0.000254 8049
58266.362588 2275221370.000000 0.000203 8049
58266.363166 2275221370.000000 0.000222 8049
58266.369417 2275221430.000000 0.000244 8049
58266.370689 2275221440.000000 0.000196 8049
58266.372310 2275221460.000000 0.000260 8049
58266.374162 2275221460.000000 0.000185 8049
58266.376476 2275221490.000000 0.000264 8049
58266.379370 2275221510.000000 0.000223 8049
58266.382495 2275221520.000000 0.000193 8049
58266.384116 2275221550.000000 0.000239 8049
58266.385851 2275221560.000000 0.000229 8049
58266.386662 2275221570.000000 0.000218 8049
58266.387819 2275221580.000000 0.000230 8049
58266.389787 2275221590.000000 0.000289 8049
58266.391291 2275221590.000000 0.000226 8049
58266.394532 2275221620.000000 0.000185 8049
58266.397426 2275221640.000000 0.000227 8049
58264.111719	2275228480.000	   0.000	8049
58264.113571	2275228480.000	   0.000	8049
58264.115423	2275228480.000	   0.000	8049
58264.117275	2275228480.000	   0.000	8049
58264.119127	2275228480.000	   0.000	8049
58264.120979	2275228470.000	   0.000	8049
58264.122830	2275228470.000	   0.000	8049
58264.124682	2275228470.000	   0.000	8049
58264.128386	2275228460.000	   0.000	8049
58264.130238	2275228460.000	   0.000	8049
58264.137645	2275228450.000	   0.000	8049
58264.139497	2275228440.000	   0.000	8049
58264.141349	2275228440.000	   0.000	8049
58264.143201	2275228430.000	   0.000	8049
58264.145053	2275228430.000	   0.000	8049
58264.146904	2275228420.000	   0.000	8049
58264.148756	2275228420.000	   0.000	8049
58264.150608	2275228410.000	   0.000	8049
58264.154312	2275228400.000	   0.000	8049
58264.156164	2275228390.000	   0.000	8049
58264.158016	2275228390.000	   0.000	8049
58264.159867	2275228380.000	   0.000	8049
58264.161719	2275228380.000	   0.000	8049
58264.163571	2275228370.000	   0.000	8049
58264.167275	2275228360.000	   0.000	8049
58264.169127	2275228360.000	   0.000	8049
58264.170979	2275228350.000	   0.000	8049
58264.172830	2275228340.000	   0.000	8049
58264.174682	2275228340.000	   0.000	8049
58264.176534	2275228330.000	   0.000	8049
58264.178386	2275228320.000	   0.000	8049
58264.180238	2275228320.000	   0.000	8049
58264.182090	2275228310.000	   0.000	8049
58264.183942	2275228310.000	   0.000	8049
